,Region,Light Pollution,Time
0,Anaheim,254.818708603,2016-12
1,Bakersfield,247.74297665,2016-12
2,Fresno,250.05303506,2016-12
3,Long Beach,202.507579158,2016-12
4,Los Angeles,254.693466184,2016-12
5,Oakland,236.335296049,2016-12
6,Sacramento,242.985063431,2016-12
7,San Diego,245.794139963,2016-12
8,San Francisco,214.20403207,2016-12
9,San Jose,253.746434783,2016-12
