,Region,Light Pollution,Time
0,Anaheim,253.49627234,2018-02
1,Bakersfield,236.23198705,2018-02
2,Fresno,238.735131051,2018-02
3,Long Beach,194.476875123,2018-02
4,Los Angeles,253.357366667,2018-02
5,Oakland,224.724730142,2018-02
6,Sacramento,239.702086052,2018-02
7,San Diego,237.482431578,2018-02
8,San Francisco,202.968989685,2018-02
9,San Jose,248.677442268,2018-02
