,Region,Light Pollution,Time
0,Anaheim,254.577259574,2017-05
1,Bakersfield,237.747022169,2017-05
2,Fresno,240.028883326,2017-05
3,Long Beach,198.573855593,2017-05
4,Los Angeles,254.5744,2017-05
5,Oakland,228.147027525,2017-05
6,Sacramento,248.208782924,2017-05
7,San Diego,242.740980218,2017-05
8,San Francisco,204.791124658,2017-05
9,San Jose,252.980517023,2017-05
