,Region,Light Pollution,Time
0,Anaheim,252.830978723,2018-03
1,Bakersfield,233.368739323,2018-03
2,Fresno,235.878251964,2018-03
3,Long Beach,194.32885012,2018-03
4,Los Angeles,253.6428,2018-03
5,Oakland,223.684534018,2018-03
6,Sacramento,238.596030967,2018-03
7,San Diego,236.662844655,2018-03
8,San Francisco,201.941845379,2018-03
9,San Jose,248.366529179,2018-03
